dc,Station Number,Year,Month,Day,Total daily global solar exposure in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0030 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0100 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0130 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0200 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0230 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0300 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0330 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0400 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0430 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0500 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0530 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0600 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0630 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0700 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0730 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0800 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0830 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0900 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0930 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1000 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1030 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1100 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1130 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1200 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1230 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1300 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1330 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1400 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1430 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1500 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1530 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1600 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1630 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1700 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1730 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1800 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1830 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1900 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1930 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2000 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2030 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2100 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2130 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2200 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2230 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2300 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2330 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2400 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),#
dc, 86282,2013,07,20, 2.481890,0.1207160, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000468,0.0025940, 0.021411,0.0033720, 0.069153,0.0052230, 0.100426,0.0061740, 0.100468,0.0055810, 0.141600,0.0066120, 0.074110,0.0040630, 0.069258,0.0037700, 0.049020,0.0033360, 0.081215,0.0039170, 0.312922,0.0103070, 0.401508,0.0130540, 0.286912,0.0096910, 0.182037,0.0067720, 0.173695,0.0067720, 0.119254,0.0053930, 0.066733,0.0040350, 0.097452,0.0055110, 0.075274,0.0050320, 0.029866,0.0034830, 0.028750,0.0037100, 0.000349,0.0023050, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,07,21,10.652435,0.4429280, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.001992,0.0025990, 0.034654,0.0040280, 0.154426,0.0100520, 0.298728,0.0163300, 0.442036,0.0209580, 0.574447,0.0241060, 0.690099,0.0261820, 0.786949,0.0276090, 0.864556,0.0286740, 0.931602,0.0298460, 0.945964,0.0297680, 0.941768,0.0305490, 0.918104,0.0294520, 0.870563,0.0289890, 0.764794,0.0332820, 0.500747,0.0345760, 0.381075,0.0243260, 0.331633,0.0226900, 0.130752,0.0079300, 0.066665,0.0051750, 0.020437,0.0033010, 0.000434,0.0024970, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,07,22, 8.921869,0.3635170, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.002190,0.0026080, 0.050532,0.0048440, 0.156445,0.0101530, 0.173804,0.0100900, 0.505262,0.0240590, 0.617484,0.0264790, 0.751035,0.0284050, 0.886696,0.0314310, 0.575476,0.0192640, 0.608620,0.0199170, 0.565831,0.0190720, 0.662273,0.0218400, 0.786130,0.0265630, 0.522933,0.0180100, 0.609199,0.0261940, 0.304269,0.0120070, 0.540130,0.0240870, 0.265658,0.0133220, 0.217752,0.0127220, 0.083864,0.0060300, 0.034236,0.0039010, 0.002041,0.0025090, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,07,23, 4.972693,0.2222700, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000702,0.0026890, 0.013065,0.0030420, 0.049423,0.0042510, 0.093619,0.0058740, 0.232000,0.0116960, 0.223993,0.0098070, 0.216096,0.0086670, 0.297032,0.0111000, 0.552180,0.0200500, 0.558082,0.0211520, 0.383835,0.0126010, 0.183733,0.0068700, 0.292674,0.0101950, 0.346851,0.0148660, 0.329896,0.0146140, 0.363096,0.0158470, 0.384664,0.0179620, 0.230220,0.0117330, 0.123973,0.0076590, 0.079013,0.0057600, 0.017988,0.0032310, 0.000546,0.0025930, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,07,24, 5.695710,0.2463470, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000224,0.0026880, 0.015017,0.0031170, 0.050902,0.0042770, 0.097224,0.0059260, 0.152101,0.0076150, 0.273865,0.0116280, 0.364118,0.0138910, 0.396175,0.0139820, 0.539978,0.0208720, 0.419170,0.0139770, 0.415095,0.0136740, 0.422745,0.0138670, 0.738144,0.0383090, 0.521551,0.0192280, 0.342386,0.0122020, 0.274811,0.0107380, 0.273156,0.0127080, 0.205120,0.0100060, 0.113870,0.0067900, 0.063506,0.0049170, 0.015829,0.0031390, 0.000715,0.0027850, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,07,25, 8.559250,0.3284390, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.004905,0.0028490, 0.030765,0.0036950, 0.103312,0.0069760, 0.172942,0.0096040, 0.272818,0.0130900, 0.502819,0.0210580, 0.412906,0.0157640, 0.480649,0.0170820, 0.574240,0.0191530, 0.745198,0.0244720, 0.776709,0.0251920, 0.778902,0.0245830, 0.881857,0.0285480, 0.815076,0.0272670, 0.584139,0.0207790, 0.645591,0.0243570, 0.293035,0.0124410, 0.204475,0.0099430, 0.154735,0.0087720, 0.093144,0.0064740, 0.028783,0.0036330, 0.002239,0.0026990, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,07,26,10.166008,0.3920000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.001730,0.0027920, 0.006191,0.0029260, 0.036027,0.0036540, 0.090031,0.0055660, 0.243355,0.0122070, 0.264193,0.0122230, 0.461103,0.0178530, 0.345006,0.0122050, 0.812662,0.0312780, 1.015487,0.0319320, 0.979946,0.0302570, 0.973383,0.0300750, 0.943531,0.0296780, 0.889748,0.0290180, 0.806851,0.0309400, 0.735091,0.0280060, 0.642630,0.0265390, 0.462571,0.0216610, 0.273691,0.0167420, 0.144690,0.0096010, 0.035655,0.0039410, 0.002427,0.0028990, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,07,27, 8.613529,0.3368940, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.002647,0.0028980, 0.028347,0.0035940, 0.119337,0.0080730, 0.223785,0.0128020, 0.331800,0.0164140, 0.603782,0.0246270, 0.723168,0.0266920, 0.830473,0.0283880, 0.896645,0.0292480, 0.952410,0.0327070, 0.832731,0.0303940, 0.667119,0.0210630, 0.436158,0.0139720, 0.410744,0.0136080, 0.460752,0.0167500, 0.431958,0.0164990, 0.326536,0.0142650, 0.175872,0.0085960, 0.106356,0.0063360, 0.045032,0.0040510, 0.007328,0.0029330, 0.000540,0.0028800, 0.000000,0.0000960, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,07,28, 6.146756,0.2456930, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000960, 0.000000,0.0028800, 0.012501,0.0030660, 0.036126,0.0036260, 0.062003,0.0043380, 0.091012,0.0050420, 0.167118,0.0073420, 0.238671,0.0091800, 0.351300,0.0122560, 0.504696,0.0168640, 0.534542,0.0178510, 0.421566,0.0133180, 0.541417,0.0177600, 0.667330,0.0232110, 0.700710,0.0251520, 0.922795,0.0349050, 0.644696,0.0253570, 0.120417,0.0057260, 0.074983,0.0051630, 0.039486,0.0036230, 0.010140,0.0029520, 0.003414,0.0028990, 0.001698,0.0028860, 0.000129,0.0001920, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,07,29,11.962287,0.4667780, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0001920, 0.002709,0.0028990, 0.054055,0.0049420, 0.183589,0.0114190, 0.328671,0.0172740, 0.473607,0.0215890, 0.608797,0.0245710, 0.727094,0.0265710, 0.824365,0.0279110, 0.897323,0.0287820, 0.947481,0.0293760, 0.973274,0.0296950, 0.980483,0.0299320, 0.973486,0.0302370, 0.878169,0.0330880, 0.767893,0.0350260, 0.700310,0.0302580, 0.605096,0.0246430, 0.471972,0.0217440, 0.326467,0.0173560, 0.179765,0.0113240, 0.054212,0.0049370, 0.003459,0.0029080, 0.000000,0.0000960, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,07,30,10.752379,0.4774210, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0002880, 0.002266,0.0028900, 0.027337,0.0035310, 0.086977,0.0059690, 0.189649,0.0114740, 0.494695,0.0252240, 0.583684,0.0253590, 0.738726,0.0268570, 0.837146,0.0282090, 0.875602,0.0320770, 1.004831,0.0421450, 0.797586,0.0361380, 0.980449,0.0459760, 0.634906,0.0224070, 0.770695,0.0290000, 0.939113,0.0357560, 0.274617,0.0173550, 0.402174,0.0227080, 0.553054,0.0275920, 0.378227,0.0200490, 0.149142,0.0097410, 0.028591,0.0035710, 0.002903,0.0029030, 0.000000,0.0001920, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,07,31,11.912873,0.5115640, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0002880, 0.003343,0.0029100, 0.066213,0.0055360, 0.190947,0.0117520, 0.329167,0.0171840, 0.486386,0.0219270, 0.623058,0.0248680, 0.746147,0.0269760, 0.841233,0.0282010, 0.922279,0.0293080, 0.898521,0.0348460, 0.893364,0.0383980, 0.950509,0.0415040, 0.976028,0.0383920, 0.984604,0.0416900, 0.578373,0.0299160, 0.498148,0.0228650, 0.794653,0.0320020, 0.587271,0.0266730, 0.387179,0.0210330, 0.118587,0.0081950, 0.033425,0.0038050, 0.003429,0.0028990, 0.000000,0.0003840, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,08,01,10.456326,0.4825530, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0004800, 0.004237,0.0029110, 0.036692,0.0038830, 0.096498,0.0074850, 0.334717,0.0185180, 0.510514,0.0228600, 0.656766,0.0260490, 0.778485,0.0279840, 0.882279,0.0307320, 0.438528,0.0206540, 0.283798,0.0091900, 0.527496,0.0201520, 0.973221,0.0419760, 0.847853,0.0339780, 0.836664,0.0405690, 0.864855,0.0412010, 0.674890,0.0388360, 0.499111,0.0263570, 0.572832,0.0279930, 0.369638,0.0197050, 0.202316,0.0125280, 0.058774,0.0051770, 0.006153,0.0029400, 0.000000,0.0003840, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,08,02, 7.477469,0.3613290, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0005760, 0.001814,0.0028910, 0.047750,0.0045960, 0.215379,0.0131490, 0.462004,0.0244170, 0.473561,0.0232690, 0.714035,0.0300050, 0.614661,0.0248470, 0.914505,0.0369360, 0.532941,0.0255090, 0.150214,0.0057040, 0.086316,0.0042250, 0.222355,0.0086500, 0.191468,0.0074270, 0.158962,0.0067080, 0.343156,0.0134280, 0.744225,0.0375720, 0.660420,0.0290550, 0.472034,0.0284090, 0.354517,0.0200110, 0.073986,0.0063610, 0.040470,0.0041900, 0.002688,0.0029060, 0.000000,0.0004800, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,08,03, 6.044472,0.2591600, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0006720, 0.003928,0.0029210, 0.078056,0.0062390, 0.112990,0.0076270, 0.460296,0.0243940, 0.296752,0.0133510, 0.615613,0.0280430, 0.791694,0.0302110, 0.378046,0.0129070, 0.706317,0.0302870, 0.550182,0.0181500, 0.365152,0.0114540, 0.230976,0.0074940, 0.257100,0.0083940, 0.213388,0.0074880, 0.355695,0.0126880, 0.304299,0.0113170, 0.208043,0.0087280, 0.066891,0.0042110, 0.036984,0.0034980, 0.005560,0.0029010, 0.003363,0.0028910, 0.003141,0.0029020, 0.000000,0.0003840, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,08,04, 6.977775,0.2944510, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0007680, 0.008773,0.0030150, 0.038411,0.0039680, 0.166756,0.0104070, 0.284947,0.0151600, 0.435702,0.0196860, 0.501912,0.0199650, 0.587733,0.0220040, 0.545910,0.0187540, 0.583967,0.0184600, 0.722335,0.0240660, 0.803673,0.0434050, 0.446994,0.0161470, 0.338523,0.0107230, 0.250893,0.0084050, 0.292857,0.0105090, 0.338302,0.0123870, 0.245040,0.0100700, 0.201630,0.0093920, 0.089845,0.0054460, 0.059801,0.0046530, 0.030544,0.0036730, 0.003219,0.0028990, 0.000000,0.0004800, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,08,05, 5.268461,0.2386900, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0008640, 0.006401,0.0029540, 0.082255,0.0064390, 0.142457,0.0089250, 0.264643,0.0144790, 0.169722,0.0079920, 0.512701,0.0228030, 0.536166,0.0238060, 0.509128,0.0201450, 0.308158,0.0101290, 0.157464,0.0055630, 0.274823,0.0088240, 0.400285,0.0156050, 0.351555,0.0129640, 0.178325,0.0063770, 0.198417,0.0071960, 0.270366,0.0100120, 0.310835,0.0155020, 0.247266,0.0125950, 0.161033,0.0086590, 0.069946,0.0053960, 0.101653,0.0076440, 0.014794,0.0032310, 0.000060,0.0005760, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,08,06, 9.776459,0.4826510, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0009600, 0.004833,0.0029340, 0.074222,0.0058490, 0.213693,0.0126090, 0.367221,0.0183690, 0.540516,0.0241520, 0.377291,0.0170160, 0.482915,0.0190490, 0.850299,0.0412640, 0.988695,0.0358930, 1.032832,0.0508570, 0.830646,0.0471660, 0.633443,0.0280390, 0.575080,0.0226890, 0.531675,0.0212860, 0.644044,0.0386490, 0.533539,0.0300310, 0.448726,0.0260770, 0.334812,0.0160860, 0.218945,0.0119860, 0.055945,0.0043980, 0.033227,0.0036950, 0.003852,0.0029160, 0.000000,0.0006720, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,08,07, 7.500384,0.2983540, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0008640, 0.004798,0.0029220, 0.058872,0.0050200, 0.251622,0.0154100, 0.352707,0.0192670, 0.381566,0.0170210, 0.404577,0.0158110, 0.397266,0.0150000, 0.861354,0.0345260, 0.557547,0.0191130, 0.451435,0.0138250, 0.422239,0.0128580, 0.511575,0.0160260, 1.043378,0.0341580, 0.455045,0.0145940, 0.649065,0.0224490, 0.415452,0.0151180, 0.172653,0.0073630, 0.067947,0.0041560, 0.023580,0.0031360, 0.010616,0.0029530, 0.005799,0.0029140, 0.001283,0.0028800, 0.000000,0.0009600, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
